,0,1,2,3,4,5,6,7,8
0,181.2568359375,187.2371826171875,195.21694946289062,196.39651489257812,199.67564392089844,202.42263793945312,202.96841587000569,203.6612548828125,203.91372680664062
1,191.736572265625,193.019287109375,193.2832489013672,195.45947265625,198.69032287597656,199.85020446777344,201.15953063964844,202.04490661621094,202.55419921875
2,209.19163513183594,213.67221069335938,215.2492218017578,221.23040410945043,222.412109375,222.54879760742188,225.11233520507812,226.358642578125,226.47128295898438
3,162.23712158203125,164.6590118408203,179.5462646484375,180.98834228515625,181.33126831054688,182.99302673339844,183.3698272705078,185.51144409179688,185.79367065429688
4,193.103271484375,198.9531707763672,200.6080322265625,201.4529266357422,203.76022338867188,205.30801391601562,207.92633056640625,208.07232666015625,208.72792053222656
5,204.16229248046875,204.5124053955078,206.1105194091797,206.96267700195312,206.99453735351562,208.5894317626953,209.15505981445312,209.31167602539062,210.73162841796875
6,180.6106414794922,185.40017700195312,187.72967529296875,188.6339111328125,188.9517822265625,190.31536865234375,190.4117431640625,190.47584533691406,191.95550537109375
7,266.24737548828125,284.8908996582031,286.2138671875,287.81927490234375,291.113525390625,291.883544921875,292.0288391113281,295.4941101074219,296.6557312011719
8,230.61376953125,236.4357452392578,240.7609100341797,241.85458374023438,244.7491912841797,245.30609130859375,245.66839599609375,246.03990173339844,247.35098266601562
9,194.63153076171875,201.4544677734375,202.07708740234375,202.353759765625,202.5023651123047,202.56378173828125,204.5682373046875,207.04598999023438,207.68301391601562
10,206.41445922851562,212.91770935058594,214.81747436523438,220.41371154785156,223.613525390625,224.7371063232422,227.72312927246094,229.38525390625,229.41456604003906
11,202.26654052734375,211.5404052734375,214.16688537597656,216.43453979492188,218.12579345703125,218.97398376464844,219.15609741210938,219.5833740234375,220.6041259765625
12,187.9790496826172,190.2224884033203,191.31439208984375,192.98133850097656,193.78973388671875,193.9755859375,194.33966064453125,195.8084259033203,196.12318420410156
13,188.8255157470703,189.43267822265625,207.10714721679688,208.00277709960938,208.72323608398438,209.956298828125,211.51943969726562,212.568603515625,213.10377502441406
14,246.24322509765625,252.1860809326172,262.59381103515625,266.87506103515625,267.41431828028595,267.4611511230469,267.9769592285156,268.13055419921875,268.3256232573626
15,229.60198974609375,234.25784301757812,237.02296447753906,237.53895568847656,238.08726501464844,241.70465087890625,242.7720489501953,243.24192810058594,244.2140350341797
16,193.74420166015625,209.31845092773438,210.98406982421875,212.04248046875,212.35745239257812,212.92713928222656,213.81919860839844,217.646484375,218.63967895507812
17,240.12608337402344,245.1475830078125,247.0491180419922,248.64820861816406,248.8182373046875,249.09381103515625,249.2089385986328,251.61221313476562,253.50440979003906
18,254.96737670898438,277.11822509765625,278.0936279296875,278.22228923387587,283.3360290527344,288.54608154296875,289.2979736328125,291.053955078125,292.064208984375
19,204.4659881591797,219.44680786132812,219.57281494140625,222.86276245117188,223.16053771972656,224.13677978515625,225.30706787109375,226.8877410888672,226.911865234375
20,167.5293426513672,207.06130981445312,228.15420532226562,229.19500732421875,231.22146606445312,233.43020629882812,233.5591583251953,235.76527404785156,237.3896484375
21,203.2401580810547,215.8143310546875,220.3818817138672,220.73240661621094,224.63975524902344,226.403076171875,228.96556091308594,229.673095703125,233.6616973876953
22,195.67274475097656,204.15423583984375,205.802490234375,207.14736938476562,212.1988525390625,223.1589813232422,224.64755249023438,226.33444213867188,228.22808837890625
23,239.64547729492188,243.35531616210938,244.48269653320312,246.766357421875,246.97796630859375,247.41311645507812,248.7536163330078,248.8606414794922,249.25637817382812
24,176.25083923339844,187.80015563964844,192.59347534179688,194.57058715820312,196.01504516601562,198.40487670898438,203.13201904296875,203.68345642089844,206.98446655273438
25,237.19857788085938,239.43919372558594,245.1071319580078,252.6541290283203,256.07757568359375,256.60516357421875,256.6214599609375,259.9381408691406,262.2795715332031
26,210.9562530517578,212.0904998779297,212.10476684570312,213.71372985839844,214.32379150390625,217.42572021484375,219.05401611328125,220.1138916015625,220.6944580078125
27,193.46192932128906,196.61154174804688,202.7021484375,203.85809326171875,204.36294555664062,204.73208618164062,207.1815185546875,208.6549072265625,209.08372497558594
28,196.92532348632812,200.54940795898438,202.33544921875,208.2791748046875,209.77249145507812,209.87425231933594,210.60873413085938,210.6895294189453,210.8511505126953
29,245.4705352783203,255.99293518066406,256.0712890625,256.8493347167969,256.92425537109375,257.0374303705938,257.73724365234375,259.63330078125,260.49786376953125
30,267.1357727050781,271.15277099609375,272.7392578125,275.7115173339844,275.984619140625,276.9271545410156,277.1241455078125,279.27923583984375,280.8836975097656
31,190.04002380371094,196.86302185058594,202.4292755126953,203.48561096191406,204.51612854003906,204.57936096191406,205.12271118164062,205.3233642578125,205.9718017578125
32,245.33282470703125,247.70199584960938,247.7763671875,248.64801025390625,249.63287353515625,249.72723388671875,253.0652313232422,254.21026611328125,254.2844696044922
33,200.8914337158203,214.54505920410156,221.94668579101562,224.25494384765625,230.36260986328125,231.93455505371094,232.16546630859375,234.07412719726562,234.91871643066406
34,203.4122772216797,209.2310028076172,209.29672241210938,210.16683959960938,211.145751953125,211.53872680664062,215.78549194335938,218.02194213867188,218.22605895996094
35,213.5525665283203,213.77835083007812,215.6045684814453,215.78390502929688,219.265625,220.2255096435547,220.35028076171875,220.95790100097656,223.24124145507812
36,204.29971313476562,204.32223510742188,206.51651000976562,209.28140258789062,210.46746826171875,211.8657684326172,214.90313720703125,215.5750732421875,215.74639892578125
37,155.53781127929688,177.80577087402344,187.91903686523438,198.53646850585938,217.6608123779297,219.42286682128906,225.5377655029297,227.0125274658203,228.37986755371094
38,201.8466033935547,214.9815673828125,219.3062286376953,220.2681427001953,221.25819396972656,222.62974548339844,222.7982940673828,223.6653594970703,224.26254272460938
39,184.02378845214844,187.2443084716797,191.65122985839844,196.20692443847656,196.24252319335938,196.4471435546875,196.82492065429688,196.90811157226562,197.17352294921875
40,213.05996704101562,229.26925659179688,233.77719116210938,234.6935272216797,235.6798553466797,238.4748992919922,239.96546936035156,241.35154724121094,241.37689208984375
41,206.8748016357422,215.16143798828125,215.6248779296875,217.69241333007812,219.56932067871094,220.623291015625,221.15330505371094,221.47433471679688,226.3682098388672
42,256.9697265625,260.4718017578125,262.19089133750026,264.550537109375,264.899169921875,266.8067932128906,271.1268310546875,272.2456359863281,272.9077453613281
43,235.08432006835938,241.94683837890625,242.61962890625,244.5153045654297,245.14991760253906,245.60598754882812,245.80581665039062,246.64813232421875,247.7667694091797
44,192.47763061523438,196.33009338378906,200.44747924804688,208.63723754882812,211.274169921875,214.52731323242188,214.75245666503906,217.11343383789062,217.5600348811426
45,175.54196166992188,178.0769805908203,180.16915893554688,181.3690643310547,182.99368286132812,183.65713500976562,183.7530975341797,185.2337646484375,185.8314208984375
46,214.58917236328125,221.5223388671875,222.3997802734375,225.09979248046875,225.5282440185547,226.28314208984375,226.74874877929688,227.25137329101562,227.29840087890625
47,244.04556274414062,248.0763702392578,250.94619750976562,253.98855590820312,260.0168762207031,260.719650514542,260.79388427734375,261.2095947265625,263.047119140625
48,298.844970703125,305.4162902832031,307.3973083496094,313.0528869628906,313.1632080078125,313.59259033203125,315.181884765625,317.0456237792969,317.18280029296875
49,214.28131103515625,221.6811981201172,224.05593872070312,224.39430236816406,224.5773468017578,229.10353088378906,229.51268005371094,230.57424926757812,230.8032684326172
50,207.11865234375,215.6806182861328,216.59619140625,217.2475128173828,217.48580932617188,217.9742431640625,218.2938690185547,219.4490203857422,220.37255859375
51,195.64114379882812,198.97918701171875,202.95033264160156,203.09896850585938,203.1924285888672,207.26963806152344,207.80862426757812,210.2587432861328,210.70852661132812
52,227.29043579101562,227.92596435546875,229.13241577148438,233.16915893554688,233.54461669921875,235.06240844726562,235.12237548828125,235.4879150390625,237.38528442382812
53,207.5149383544922,210.58660888671875,214.2100067138672,215.3292694091797,216.00439453125,216.583984375,217.45460510253906,218.22915649414062,220.4672393798828
54,214.72657775878906,222.94476318359375,223.1416015625,228.65304565429688,230.61752319335938,232.24301147460938,233.88600158691406,234.2377733496007,236.06320190429688
55,211.2675323486328,212.9190673828125,213.01380920410156,215.1895751953125,218.432861328125,218.62395921410342,223.08799743652344,224.42484943318692,225.30441284179688
56,206.34298706054688,206.8387451171875,213.7711639404297,215.81944274902344,217.04324340820312,218.6593017578125,220.09335327148438,220.6941375732422,221.3110809326172
57,197.95945739746094,203.8233184814453,204.04397583007812,206.16763305664062,207.46759033203125,208.38551330566406,208.50485229492188,209.11410522460938,209.82081604003906
58,188.44155883789062,196.7499542236328,198.81747436523438,201.54664611816406,206.71261596679688,210.41732788085938,211.84666442871094,219.4691162109375,219.56663513183594
59,202.5166473388672,205.96522521972656,207.68414306640625,215.24252319335938,215.5778350830078,217.0445556640625,219.9476776123047,223.35650634765625,224.03640747070312
60,233.2283935546875,239.3449249267578,244.71878051757812,244.75949096679688,247.1603546142578,248.39248657226562,249.0902862548828,249.5816192626953,250.01162719726562
61,187.2100067138672,207.07266235351562,208.19044494628906,208.9822540283203,216.3722381591797,216.7943878173828,221.1809539794922,221.20753479003906,225.2276153564453
62,226.33462524414062,229.19544982910156,231.28732299804688,234.81056213378906,236.94764709472656,238.54823303222656,241.9143829345703,243.96478271484375,245.76681518554688
63,249.1019287109375,251.40911865234375,252.75314331054688,253.93887329101562,257.9982604980469,258.8309631347656,262.7323303222656,263.1315002441406,265.5486755371094
64,184.84890747070312,198.73898315429688,199.70068359375,199.90390014648438,201.7365264892578,202.07669067382812,209.33123779296875,209.67762756347656,215.3963623046875
65,224.0413818359375,228.7274627685547,230.07598876953125,231.65103149414062,232.70211791992188,233.3918914794922,234.34617614746094,235.0673828125,235.3435821533203
66,193.2818603515625,193.74380493164062,196.40675354003906,196.44667053222656,197.07418823242188,198.35142517089844,199.06942749023438,199.20362854003906,201.88882446289062
67,219.74655151367188,223.47708129882812,224.6665802001953,232.19671630859375,235.21632385253906,236.05239868164062,236.41506958007812,236.64999389648438,237.90267944335938
68,231.5316619873047,234.49209594726562,236.8192901611328,243.70677185058594,244.40553283691406,245.80902099609375,248.90232849121094,249.49327087402344,249.70962524414062
69,216.6271514892578,224.86114501953125,225.5355224609375,231.78652954101562,232.0760955810547,233.62252807617188,237.13116455078125,239.83909606933594,241.41976928710938
70,189.14089965820312,191.92901611328125,194.3975830078125,203.50640869140625,204.42770385742188,204.4932861328125,209.05264282226562,211.5315704345703,212.360595703125
71,237.89682006835938,240.3079833984375,240.62945556640625,243.3310546875,246.79734802246094,247.20217895507812,248.086181640625,249.00909423828125,250.0567169189453
72,196.2203369140625,201.11868286132812,203.15003967285156,205.49288940429688,205.69395446777344,206.15773010253906,206.43341064453125,208.1644744873047,210.53733825683594
73,210.75894165039062,212.61947631835938,213.46156311035156,217.10240173339844,217.63174438476562,217.81883239746094,219.69761657714844,221.06643676757812,221.23770141601562
74,201.59449768066406,210.18505859375,213.92996215820312,213.92996215820312,214.05079650878906,214.57156372070312,220.15594482421875,221.36508178710938,222.56202697753906
75,177.08819580078125,183.3277130126953,183.61068725585938,184.06568908691406,184.6697235107422,185.31698608398438,186.43138122558594,187.3824005126953,187.60198974609375
76,184.45504760742188,186.51100158691406,187.0244903564453,187.72621154785156,188.84466552734375,189.16688537597656,189.7076873779297,189.85694885253906,191.35647583007812
77,180.39004516601562,183.71835327148438,183.9729766845703,184.53329467773438,184.6195831298828,184.96994018554688,185.2533416748047,185.7567138671875,186.42718505859375
