,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,181.2568359375,187.2371826171875,195.21694946289062,196.39651489257812,199.67564392089844,202.42263793945312,202.96841587000569,203.6612548828125,203.91372680664062,203.93829345703125,205.0220184326172,205.17041015625,205.406982421875,205.77598571777344,206.93072509765625,207.7039794921875,207.84811401367188,207.96548461914062,208.61209106445312,209.9575653076172,210.00494384765625,210.1436309814453,210.39776669804698,210.8724822998047,210.89425659179688,211.07225036621094,211.1383056640625,211.21408081054688,211.34078979492188,211.47296142578125
1,191.736572265625,193.019287109375,193.2832489013672,195.45947265625,198.69032287597656,199.85020446777344,201.15953063964844,202.04490661621094,202.55419921875,202.72714233398438,203.55609130859375,205.24700927734375,206.29782104492188,207.6839599609375,208.25071716308594,210.70582580566406,210.99256896972656,211.21878051757812,211.31272888183594,211.7274169921875,212.70530700683594,212.98916625976562,213.28585815429688,213.30255126953125,213.39651489257812,213.6651611328125,213.89752197265625,214.00071716308594,214.1080322265625,214.17906188964844
2,209.19163513183594,213.67221069335938,215.2492218017578,221.23040410945043,222.412109375,222.54879760742188,225.11233520507812,226.358642578125,226.47128295898438,227.01220703125,227.61004638671875,227.63412475585938,227.68673706054688,227.9974822998047,228.90663146972656,229.07147216796875,229.3772430419922,230.01524353027344,230.88055419921875,231.1078643798828,231.324462890625,231.82131958007812,232.10446166992188,232.20127868652344,232.2226104736328,232.71522521972656,232.7193145751953,232.94749450683594,233.60812377929688,233.74383544921875
3,162.23712158203125,164.6590118408203,179.5462646484375,180.98834228515625,181.33126831054688,182.99302673339844,183.3698272705078,185.51144409179688,185.79367065429688,186.60594177246094,187.0416259765625,187.2808837890625,188.5321502685547,188.70877075195312,189.0152587890625,190.16510009765625,190.749755859375,190.80514526367188,191.1153564453125,191.6680145263672,191.84530639648438,191.87368774414062,192.4791259765625,192.5556182861328,192.66403198242188,192.8426971435547,193.0587158203125,193.09445190429688,193.54937744140625,194.31961059570312
4,193.103271484375,198.9531707763672,200.6080322265625,201.4529266357422,203.76022338867188,205.30801391601562,207.92633056640625,208.07232666015625,208.72792053222656,210.8668212890625,211.87037658691406,211.93492126464844,212.3677520751953,212.73223876953125,212.81358337402344,213.32191467285156,214.08140563964844,214.12939453125,214.16078186035156,214.41241455078125,214.46597290039062,215.12167358398438,215.23974609375,215.25213623046875,215.42984008789062,215.4604034423828,215.5657196044922,215.9002227783203,216.275146484375,216.976917654495
5,204.16229248046875,204.5124053955078,206.1105194091797,206.96267700195312,206.99453735351562,208.5894317626953,209.15505981445312,209.31167602539062,210.73162841796875,211.07388305664062,211.7297791221789,211.84295654296875,211.8447265625,212.07372484707685,212.10699462890625,212.85948181152344,213.1186065673828,213.63128662109375,213.73922729492188,213.77304077148438,214.25381469726562,214.44346618652344,214.54541015625,214.90768432617188,215.3555450439453,216.65310668945312,216.93191528320312,217.41644287109375,217.61485290527344,217.85617065429688
6,180.6106414794922,185.40017700195312,187.72967529296875,188.6339111328125,188.9517822265625,190.31536865234375,190.4117431640625,190.47584533691406,191.95550537109375,192.1914520263672,192.26608276367188,192.41854858398438,193.57098388671875,193.5885467529297,193.86033630371094,194.41681245149624,194.43385314941406,194.48944091796875,195.09738159179688,195.66062927246094,196.20358276367188,196.65557861328125,196.7598876953125,197.00950622558594,197.3380126953125,197.345703125,197.61752319335938,197.77728271484375,198.1380615234375,198.17349243164062
7,266.24737548828125,284.8908996582031,286.2138671875,287.81927490234375,291.113525390625,291.883544921875,292.0288391113281,295.4941101074219,296.6557312011719,297.2349853515625,298.7828369140625,299.7327880859375,301.78411865234375,303.0601806640625,304.8101806640625,305.4692687988281,305.5218505859375,305.8374328613281,306.00970458984375,306.0181884765625,306.2348327636719,306.25677490234375,306.6969299316406,306.77972412109375,307.01666259765625,307.7559814453125,308.68548583984375,308.8759765625,309.1256103515625,310.158203125
8,230.61376953125,236.4357452392578,240.7609100341797,241.85458374023438,244.7491912841797,245.30609130859375,245.66839599609375,246.03990173339844,247.35098266601562,247.77508544921875,248.50537109375,248.9118202030168,249.26089477539062,249.40167236328125,249.67742919921875,249.8643035888672,250.7417449951172,250.84884643554688,251.414306640625,251.7196044921875,251.76504516601562,251.9270477294922,252.0217742919922,252.253662109375,252.31533793055743,252.51486206054688,252.51998901367188,253.05397033691406,253.11451721191406,253.39402770996094
9,194.63153076171875,201.4544677734375,202.07708740234375,202.353759765625,202.5023651123047,202.56378173828125,204.5682373046875,207.04598999023438,207.68301391601562,208.7857208251953,208.86538696289062,209.20028686523438,209.7444305419922,209.94668579101562,210.19992065429688,210.54397583007812,210.91510009765625,211.33187866210938,212.25840759277344,212.4795684814453,213.80288696289062,213.87928771972656,213.8821563720703,214.176025390625,214.76779174804688,214.93490600585938,216.4154510498047,216.43594360351562,216.70321655273438,217.39549255371094
10,206.41445922851562,212.91770935058594,214.81747436523438,220.41371154785156,223.613525390625,224.7371063232422,227.72312927246094,229.38525390625,229.41456604003906,231.01455688476562,234.80935668945312,235.69729614257812,238.6104278564453,238.8688507080078,239.12010192871094,239.13124084472656,240.0053253173828,240.28250122070312,241.36416625976562,241.83868408203125,242.386056318746,242.8636932373047,243.25025939941406,243.37783813476562,244.26553344726562,244.92874145507812,245.2217254638672,245.45071411132812,245.6093292236328,245.943359375
11,202.26654052734375,211.5404052734375,214.16688537597656,216.43453979492188,218.12579345703125,218.97398376464844,219.15609741210938,219.5833740234375,220.6041259765625,221.63758850097656,221.85671997070312,221.9481658935547,223.85818481445312,226.0719757080078,226.3049774169922,226.92469787597656,227.34979248046875,227.40707397460938,227.49752807617188,227.75564575195312,228.0897674560547,228.25604248046875,228.35910034179688,228.765625,230.06495666503906,230.53553771972656,230.7198028564453,231.43577575683594,231.61685180664062,231.7714385986328
12,187.9790496826172,190.2224884033203,191.31439208984375,192.98133850097656,193.78973388671875,193.9755859375,194.33966064453125,195.8084259033203,196.12318420410156,196.25558471679688,196.36019897460938,196.40496826171875,196.48216247558594,196.86984252929688,197.9563751220703,198.236328125,198.23861694335938,198.38442993164062,198.412109375,198.72970581054688,198.73861694335938,199.1750946044922,199.28021240234375,199.39517211914062,199.45779418945312,199.76072692871094,200.00064086914062,200.0635986328125,200.31344604492188,200.35513305664062
13,188.8255157470703,189.43267822265625,207.10714721679688,208.00277709960938,208.72323608398438,209.956298828125,211.51943969726562,212.568603515625,213.10377502441406,217.6384735107422,217.73062133789062,217.81309509277344,218.2521514892578,219.5082550048828,220.60271749957457,221.5465087890625,221.7633056640625,222.09463500976562,222.31187438964844,224.19943237304688,225.2235107421875,225.85317993164062,226.53717041015625,226.58831787109375,226.79449462890625,228.29983520507812,228.3612060546875,229.57708740234375,229.78945922851562,230.46466064453125
14,246.24322509765625,252.1860809326172,262.59381103515625,266.87506103515625,267.41431828028595,267.4611511230469,267.9769592285156,268.13055419921875,268.3256232573626,269.42047119140625,272.45159912109375,272.50555419921875,274.339599609375,274.50006103515625,275.14056396484375,275.7037658691406,277.1033935546875,277.48919677734375,278.23095703125,278.60028076171875,278.8088073730469,278.83856201171875,279.6741638183594,281.06207275390625,282.75445556640625,283.05755615234375,284.25579833984375,285.1182861328125,286.17877197265625,286.2388610839844
15,229.60198974609375,234.25784301757812,237.02296447753906,237.53895568847656,238.08726501464844,241.70465087890625,242.7720489501953,243.24192810058594,244.2140350341797,244.5394287109375,244.61572265625,245.78103637695312,246.69025882625252,247.42311096191406,247.876953125,248.17739868164062,248.4212646484375,248.50204467773438,248.81153869628906,249.06987061587824,249.511962890625,250.34561157226562,250.76058959960938,250.9228057861328,251.96197509765625,252.2823486328125,252.38919067382812,253.5272216796875,254.07635498046875,254.52279663085938
16,193.74420166015625,209.31845092773438,210.98406982421875,212.04248046875,212.35745239257812,212.92713928222656,213.81919860839844,217.646484375,218.63967895507812,219.23402404785156,219.36050415039062,219.48208618164062,219.89260864257812,219.93389892578125,220.83023071289062,220.84600830078125,221.40618896484375,221.54306030273438,222.0855712890625,222.15765380859375,222.70433044433594,222.7495880126953,223.2301788330078,223.30523681640625,223.50442504882812,223.51470947265625,224.3376007080078,225.8050994873047,226.58212280273438,226.85777282714844
17,240.12608337402344,245.1475830078125,247.0491180419922,248.64820861816406,248.8182373046875,249.09381103515625,249.2089385986328,251.61221313476562,253.50440979003906,253.596435546875,253.60450744628906,254.08560180664062,255.66702270507812,255.70472717285156,256.0516357421875,256.60498046875,257.85302734375,257.9565124511719,258.06396484375,258.29888916015625,259.9036865234375,260.0589599609375,260.0910949707031,260.123046875,260.21868896484375,260.2621154785156,260.68927001953125,260.7419738769531,261.2442626953125,261.8476867675781
18,254.96737670898438,277.11822509765625,278.0936279296875,278.22228923387587,283.3360290527344,288.54608154296875,289.2979736328125,291.053955078125,292.064208984375,292.7387390136719,292.92681884765625,292.95806884765625,293.279052734375,294.5315246582031,294.9162292480469,295.3775329589844,295.7587890625,296.4510498046875,296.9378662109375,296.9468994140625,297.61773681640625,297.8177185058594,298.7141418457031,299.26995849609375,299.5979919433594,300.890625,301.1522216796875,301.55126953125,301.6640625,301.6864013671875
19,204.4659881591797,219.44680786132812,219.57281494140625,222.86276245117188,223.16053771972656,224.13677978515625,225.30706787109375,226.8877410888672,226.911865234375,227.17433166503906,230.29046630859375,233.22708129882812,233.23550415039062,233.7966766357422,234.07080078125,234.84677124023438,234.8469696044922,235.45526123046875,235.5206756591797,236.19766235351562,237.10398864746094,237.3180694580078,238.1974334716797,238.72341918945312,238.78024291992188,239.5655975341797,239.82025146484375,239.97854614257812,240.0635072467545,240.41363525390625
20,167.5293426513672,207.06130981445312,228.15420532226562,229.19500732421875,231.22146606445312,233.43020629882812,233.5591583251953,235.76527404785156,237.3896484375,238.16519165039062,238.8646240234375,240.10107421875,241.62216186523438,242.7279052734375,243.70840454101562,244.0936279296875,246.24659729003906,247.23831176757812,251.8138427734375,251.97152709960938,252.6368408203125,253.09402465820312,254.826904296875,254.8761444091797,255.81617736816406,256.18227705747455,256.34912109375,256.37774658203125,257.18206787109375,258.0200500488281
21,203.2401580810547,215.8143310546875,220.3818817138672,220.73240661621094,224.63975524902344,226.403076171875,228.96556091308594,229.673095703125,233.6616973876953,233.77679443359375,234.4720001220703,235.27462768554688,237.51112365722656,238.81488037109375,238.8960723876953,239.0120086669922,241.02540588378906,241.22178649902344,242.17494201660156,243.8162841796875,244.69287109375,245.17767333984375,247.5491485595703,247.6213836669922,249.13687133789062,250.306396484375,251.0460968017578,251.68618774414062,251.80970764160156,251.82904052734375
22,195.67274475097656,204.15423583984375,205.802490234375,207.14736938476562,212.1988525390625,223.1589813232422,224.64755249023438,226.33444213867188,228.22808837890625,232.80691528320312,234.5324249267578,235.87208557128906,235.9001007080078,236.005615234375,237.89544677734375,239.68675231933594,240.63409423828125,241.08706665039062,241.26223754882812,242.53062438964844,247.66720581054688,248.03616333007812,248.47975158691406,250.05270385742188,251.37661743164062,252.97689819335938,255.05426025390625,255.24395751953125,256.0458679199219,256.095927648951
23,239.64547729492188,243.35531616210938,244.48269653320312,246.766357421875,246.97796630859375,247.41311645507812,248.7536163330078,248.8606414794922,249.25637817382812,251.2957763671875,251.90142822265625,252.80126953125,253.70709228515625,255.8498360824785,256.0946960449219,256.35418701171875,256.8307189941406,257.1474304199219,257.3809509277344,258.441650390625,258.84844970703125,259.3791198730469,260.0613708496094,260.7572937011719,261.01263427734375,261.4571533203125,261.4580383300781,261.60235595703125,261.8973388671875,261.9063720703125
24,176.25083923339844,187.80015563964844,192.59347534179688,194.57058715820312,196.01504516601562,198.40487670898438,203.13201904296875,203.68345642089844,206.98446655273438,207.34861755371094,208.55052185058594,211.60914611816406,212.27622985839844,212.79736328125,213.61671447753906,213.68124389648438,213.95486450195312,214.32821655273438,215.0612335205078,215.16990661621094,215.631591796875,216.63534545898438,216.74484252929688,216.765625,217.33966064453125,217.37979125976562,217.5179443359375,217.84559631347656,218.07821655273438,218.43362015688777
25,237.19857788085938,239.43919372558594,245.1071319580078,252.6541290283203,256.07757568359375,256.60516357421875,256.6214599609375,259.9381408691406,262.2795715332031,265.4542541503906,266.9264221191406,266.9264221191406,268.0603332519531,268.6009216308594,269.1932678222656,269.56463623046875,271.35296630859375,271.43914794921875,271.7802734375,272.03887939453125,272.262451171875,272.7991943359375,273.40582275390625,273.85833740234375,274.02532958984375,274.0880432128906,274.61895751953125,276.2646789550781,277.43548583984375,277.66693115234375
26,210.9562530517578,212.0904998779297,212.10476684570312,213.71372985839844,214.32379150390625,217.42572021484375,219.05401611328125,220.1138916015625,220.6944580078125,221.07833862304688,222.22059631347656,222.4224395751953,223.4661865234375,224.19418334960938,225.22348022460938,225.53353881835938,227.85891723632812,229.0366668701172,230.89382934570312,231.0166015625,233.27301025390625,233.51522827148438,235.4022216796875,235.4022216796875,235.4757537841797,235.88592529296875,235.8865966796875,236.355712890625,236.5266876220703,237.8937225341797
27,193.46192932128906,196.61154174804688,202.7021484375,203.85809326171875,204.36294555664062,204.73208618164062,207.1815185546875,208.6549072265625,209.08372497558594,209.21766662597656,210.46099853515625,211.8241729736328,212.96343994140625,213.00320434570312,214.21588134765625,214.72947692871094,214.8976593017578,214.92518615722656,215.9430694580078,216.14306640625,216.22470092773438,216.27769470214844,216.31466674804688,217.2982635498047,217.44400024414062,217.50341796875,217.79493713378906,218.5537567138672,218.7891845703125,218.8679962158203
